reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,pos_review
AGJGMHCKRW905,B000FS2VUY,"L. J. ASCENSION ""LJ Ascension""","[0, 0]",Heros in a half shell turtle power The turtles really kick some shell But we dont need the poppy head of raphael keep the packaging small people love the season yeah,5,Cowabunga!!!,1208217600,"04 15, 2008",half shell turtle power really kick shell poppy head raphael keep packaging small season yeah 
A3P6D2R8CAQ0X3,6301885732,Wanda M. Green,"[0, 0]",The color costumes in HD are fabulous  The story is comic book silly but the visuals are spot on,5,The color costumes in HD are fabulous. The story ...,1404604800,"07 6, 2014",color fabulous story comic book silly 
A3RLCGRXA34GC0,B005LAII1W,"Pen Name ""Turker""","[0, 0]",Good movie and interesting plotline One of those feel good movies that you end up watching when it comes on TV even if you have seen it a few times,5,Good movie,1368576000,"05 15, 2013",Good movie interesting plotline good TV even few 
A1JH5J1KQAUBMP,B00005JPH2,David Bonesteel,"[0, 0]",More than a thousand years after the end of the first film Prince Caspian Ben Barnes the rightful heir of Telmarine flees for his life from his usurping uncle Sergio Castellitto and makes common cause with the remnants of the Narnians who live hidden in the forest  When they call for help the four Pevensies Georgie Henley Skandar Keynes William Moseley and Anna Popplewell are magically summoned from England to resume their roles as the defenders of NarniaThose who have read CS Lewiss gentle parables may be jarred by the shift in atmosphere  This is a dark grim and scary film which didnt bother me but may give some parents pause  I enjoyed the scenes of court intrigue among the nobles of Telmarine but children would probably be bored  There are some very lengthy and violent battle scenes that were glossed over in the novel but take up the lions share of screen time here  These are not necessarily criticisms just warnings to those who expect director Andrew Adamson and his coscripters Christopher Markus and Stephen McFeely to remain true to the spirit of the books  I found this film to be overlong but exciting,4,Not your father's Narnia,1252281600,"09 7, 2009",end first film rightful heir life usurping uncle common cause forest help magically resume gentle be shift atmosphere dark grim scary film give court intrigue probably be very lengthy violent battle novel take share screen time here not necessarily criticisms just director remain true spirit film be overlong 
A2TUFO9CPDZTMX,B000ER31LE,"vta ""vta""","[0, 0]",Wow Best film Ive seen in quite a while Messed up people whose lives come together around music and a man who is still a boy But its more than that Im going to find some Kleenex and watch it again Please watch,5,Instant Classic!,1403049600,"06 18, 2014",film quite while together music man still boy find watch again watch 
A3TDGTZN2U2BX4,B005S9ELM6,Shawn B,"[13, 31]",Literally fell asleep this thing was so boring They really tried to make this interesting but the whole movie is based around a simple task then driving to the airport Everything in between is what youd expect a highschool freshman to writeOscar Winning Film LOL Trash Boring cliched uninteresting plot Horrible,1,"Bad Plot, Boring, Garbage.",1361750400,"02 25, 2013",Literally asleep thing so boring really make interesting whole movie simple task then airport Everything youd highschool freshman writeOscar uninteresting plot 
A15Q9YEG1XPEJN,B000F3UA84,Get What We Give,"[3, 5]",Wow There is a great deal to be said for marketing This straight to DVD release was marketed very well in its trailers on the Masters of Horror DVDs Dont believe itThe story isnt all that horrible but it is more than a little preachy at the end but the execution of it is just abominable The director is also the head writer and he really does NOT have the gift of dialog It is hackneyed and overwrought Rather than letting the action tell the story he feels it necessary to overwrite the dialog to supplement the action There are all sorts of loose ends and missing plot pointsChristine Taylor is the lead in the film and she cant carry it She isnt a bad actress but shes not a good one either Shane Brolly and Jerry McConnell are the male leads and while both are atractive neither one is a great actor Frankly I still marvel at OConnells weight loss all these years later  how the heck did he do it and what does he do to stay so darned lean nowThe special effects are okay but the story and the film just drags on and on and on Why is the white trash mom such a royal bch in one line and the very next line she delivers is somewhat sweet Huh  HorribleDont bother,1,"P.U. This is a stinker: bad script, bad acting; bad directing - do you need more?",1163980800,"11 20, 2006",great deal be marketing release very well itThe story isnt horrible little preachy end execution just abominable director also head writer really have gift dialog Rather action story necessary overwrite dialog supplement action loose plot pointsChristine lead film carry bad actress not good male atractive great actor still weight loss later heck do do stay so darned lean nowThe special okay story film just drags white trash mom royal bch line very next line somewhat sweet bother 
A3R2FXVB1T7APL,B00003CWL9,Mike Melody,"[16, 16]",First of all I echo all the other reviewers who are incredulous at the omission of this film on DVD While taking a few liberties with the facts the representation of Alan Freedmasterfully played by The late Tim McIntyreis for the most part on the mark The side plots range from funny to poignantthe romance between Jay Leno  Fran Drescher and Laraine Newman as a teenage songwriter and the music is incredible Check out Kenny Vance  the Planotones doing Come Go With Me and The Chesterfields with James Taylor backup vocalist Arnold McCullers doing Frankie Lymon  The Teenagers Lets not leave out two of the fathers of Rock  RollChuck Berry  Jerry Lee Lewis in all their glory Tons of references to other music of the era with glimpses of life in radio in the s and a look at the making of a hit record in the studio This is a great little film,5,Excellent View Of The Early Days Of Rock & Roll,1108339200,"02 14, 2005",other incredulous omission film few representation late part mark side funny poignantthe romance teenage songwriter music incredible backup vocalist not leave glory other music era life radio s look making hit record studio great little film 
AC32305TO79HL,0767821637,Bjorn Clasen,"[1, 1]",La Bamba has always been one of my favourite films Maybe its just the fact that it is so real based on a true story on a real persons life and a real persons tragedyThe film is a journey through all possible emotions  right from the hope then the dream that has come true and to the end of it all Which is when one considers it maybe not purely tragic Cause like the ancient Greeks believed There is no greater happiness than to die when you are most happyIt is left unsaid how much of La Bamba that is actually not based on real happenings But the makers of the film have unlike so many others who base films on true stories succeeded in eliminating the lesscredible details and they have made everything seem very real and very relevantA heartfelt warm and cathing film If you have never seen it well do so You are missing a great experience,5,"Great, Just Great!",980208000,"01 23, 2001",always favourite Maybe just fact so real true story real life real film journey possible right hope then dream true end maybe not purely tragic ancient happiness die happyIt unsaid much actually not real film so many true lesscredible everything seem very real very relevantA heartfelt warm cathing film never well so great experience 
AAJ9VIJDUZ35Z,B001SLNPTI,tvideo,"[20, 24]",Most of the reviews on here give a rather lenghy description of all the great stuff and histroy etc I will simply point out a few bad points as this set is not perfect so dont expect it to beFirst off Shout Factory was formed from Rhino so the same people are behind thisyou can read about it from their website However they did attempt to fix many of the errors that were present on the original disc A lot of the ending credits text is actually misalined though you cant notice unless you compare it to the broadcast versions The first few eopisodes have the wrong more then meets the eye ending creditsThe last  epoisodes sound effects are turned down much to low The remix was doing well up until Ultimate Doom  and the rest have loud dialog and low sound effectsThe Ultimate Doom Part Countdown to ExtinctionA Plague of InsecticonsHeavy Metal War Some scenes they fixed like with Ironhide transformering in reverse were done w cheap digital software and look out of place But its rather minor issuesFor  its well worth it just dont expect it to be perfect like I did,4,Improved but still has errors,1246320000,"06 30, 2009",here give rather lenghy description great stuff histroy etc simply point few bad set not perfect so dont beFirst same thisyou read website However attempt fix many present original disc lot text actually notice broadcast first few wrong then eye creditsThe last sound down much low remix well up rest dialog low sound effectsThe reverse w cheap digital software look place rather minor issuesFor well just dont be perfect 
A2WCRNTJHKP1C3,0767839129,Niaz Khan,"[0, 0]",This film is quite confusing The possibility of Jeanne being a prophet is imposibble a she cant perform any tricks and b cant predict the future She is a girl who is very eager to go into war with english most likely for  revenge She claims that god talks to her and tells her what to do  and a  half hours the film is long and quite boring near the end you cant decide  whether its god or the devil Jeanne is consulting with Oh and she goes  into war Braveheart style gets badly injured but is still eager to go back  and fight I can give you one reason to watch this film Mila Jovovich thats  about it,2,Braveheart with breasts,956620800,"04 25, 2000",film quite possibility prophet imposibble cant perform b cant future girl very eager go war english likely revenge god do half film long quite boring end decide god devil war style badly still eager go back fight give reason watch film 
A3EC3RYH89HLU0,B000VWE5OY,Red,"[0, 0]",I am really enjoying this series I had never heard of it but once I watched the first episode I was hooked,5,Terrific series!,1391040000,"01 30, 2014",really series never once first episode 
A2LMAFPI3FDUE,B003L77GMO,Robert Wolovitz,"[46, 52]",It is without reservation that I share my endless uncurbed enthusiasm for this series which is easily one of the best on TV  I own the DVDs from all seasons and usually cant wait to acquire the next one I watch them over and over and am never bored  The brilliant improvisational acting as well as the hilarious humor and fabulous ideas for every episode are of the highest calibre I highly recommend every season of Curb your enthusiasm,5,"As always, one of the BEST on TV!",1321660800,"11 19, 2011",reservation share endless uncurbed enthusiasm series easily TV usually cant wait acquire next never brilliant improvisational acting as well hilarious humor fabulous episode calibre highly season enthusiasm 
A2LU48YG70I3H1,6304861702,Aunty Moose,"[1, 1]",This is a great true story about someone who had it all and was more concerned about what others might think we can all learn from this movie thank you Karen may your story continue to reach our children,5,Close to you-Remembering the carpenters,1275609600,"06 4, 2010",great true story someone concerned think learn movie thank story reach 
A1AFR4IQEI7ZX7,B00600SMV8,Woodellves,"[0, 0]",Yes its kinda low budget but it has Dolph Lundgren in it Uwe boll has made a name for himself for getting top actors to star in his films His films to date have been hit and miss with me some have been good and some not so good Both In the name of the King films I feel are  of his better films If you like his other films you will dig these Dont just hate on these movies because Uwe made them give them a chance you may be surprised,4,If you are a fan Of fantasy you will like this.,1375574400,"08 4, 2013",kinda low budget boll name top star date have miss good not so good name other dig just hate give chance be surprised 
A2P1XZT0REQO0X,B000FUZY38,"jon smith ""John""","[1, 1]",Everything about the Shadowless Sword is entertaining This version has english subtitles only but if you love these kinds of movies you wont be bothered in the slightest Acting is good action is good story line is good Add this to your collection,4,No english audio.,1355097600,"12 10, 2012",version english only be Acting good action good story line good collection 
A3VU9EC95GZ418,B006OFN052,Xbox gamers = REAL GAMERS unlike the sonymite...,"[1, 2]",ProsBetter story than the nd oneReally funny momentsReally excellent DThe baby moments were so over the top and ridiculousComes with unrated version which adds more funny scenesConsCertain characters were annoyingSome unneccessary scenesSummaryReally worth seeing at least twicevery funny movie with excellent use of DGo buy it already,5,"Excellent 3D, really funny and decent story",1360540800,"02 11, 2013",story nd oneReally funny momentsReally excellent baby so top unrated version funny scenesConsCertain annoyingSome unneccessary scenesSummaryReally worth twicevery funny movie excellent use buy already 
AOPQ0KA1B7BFD,0780631153,Ray Gray,"[10, 11]",I purchased the movie because the reviews were intriguing and the Bluray version was on sale at Amazon for less than   The used prices on the movie were as much or more than the new price so I figure if I hated it I could sell it and get my money back I wont be selling it everI do not believe you can watch Magnolia once and understand what is happening It becomes clearer on subsequent views because the movie plants very clear clues throughout but in a nonlinear fashion  The metaphysical side of the movie is extremely subtle but always present  The spiritual transparency reminds me of an old quote Coincidence is Gods way of remaining anonymous  I thoroughly enjoyed the whispy nature of the metaphysical side of the filmOn the first viewing youll probably connect with one or more of the story lines but may still be confused about the movies point especially by the endingOn the second viewing you begin to understand better that Earl Partridge is the patriarch of all the interconnected stories  All the stories deal with Love in its many many forms and quite a few are presented in Magnolia Besides connecting with one or more story lines you begin connecting with the expressions reactions and resolutions we all make about Love in our livesThe third viewing is just fun to try to find all the references to Exodus  like a Wheres Waldo on a moving screen  This exercise is actually more enjoyable to do with more than one person  My wife caught references I missed and visa versa  I seriously doubt we found them all after three viewingsBy the second or third viewing youll begin to understand the major message of the movie besides Love is you may be through with the past but the past aint through with you  It is this point that will keep you thinking or talking about Magnolia long after the credits fade  My wife and I talked for hours connecting circumstances in our resolved and unresolved pasts with the experiences of the characters in the film  We both said howd they put our lives in that movie  It is this point that is key as human beings we all have similar patterns in our lives and Magnolia brilliantly displays some of the most familiarIf you have an analytical nature if you enjoy thinking deeply about the messages of films buy Magnolia  If you just want to be entertained Magnolia aint the flick for you,5,A movie with so many messages,1295827200,"01 24, 2011",movie version sale used movie as much new price so sell get money back be everI not believe watch once understand subsequent movie very clear nonlinear fashion metaphysical side movie extremely subtle always spiritual transparency old quote way anonymous thoroughly whispy nature metaphysical side filmOn first viewing youll probably connect story still be especially endingOn second viewing understand patriarch interconnected many many quite few story livesThe third viewing just fun try find screen exercise actually enjoyable do person wife visa versa seriously second third youll begin understand major message movie be past past aint point keep long wife unresolved film howd movie point key human similar brilliantly familiarIf analytical nature deeply just want be flick 
AAP7PPBU72QFM,B001993Y2C,"D. C. Carrad ""augustabookman""","[0, 3]",My set had two copies of one disc and was missing another disc  Amazon did nothing to correct this and I could not get a replacement disc would have had to send whole set back in,5,Great series but BEWARE,1327276800,"01 23, 2012",set disc disc nothing correct not get replacement disc have send whole 
A2XGJ56VCFOKKZ,B0006J289Q,Nicholas Carroll,"[20, 20]",This is the first Thai movie Ive ever seen and I was skeptical about watching it after seeing the previews for it  After all Thailand isnt known for its film industry  As I watched it I was surprised at every turn as this movie is quite sophisticated in playing with your expectations from the getgo and going in a completely opposite direction  Just when you think you know whats going to happen next something else happens instead  I suppose thats to be expected from the title of the film ixtynin  Dont let that fool you its nothing more than a marketing gimmick to play with your expectations of what that number represents  The actual Thai language title of the film is A Comedy about the numbers  and The film is about a woman Tum who is laid off from work and one morning finds a mysterious box outside her apartment door  Since her apartment number is a  that keeps falling around to the number  this sets off a series of comedic capers when she takes the box in and discovers that its full of Thai baht the equivalent of   She calls her best friend and speaks hypothetically to find out what her friend would do in such a scenario  Tum decides to keep the money and thats when things are thrown off kilter  Two guys come looking for the money and we learn the money is for fixing a Thai boxing match and once it has gone missing everyone starts looking for it and the dead bodies that keep piling up as a resultWhat makes this film a surprisingly entertaining and absolute joy to watch are the talented cast of offbeat characters most especially the nosy downstairs neighbor  She is a riot with her exaggerated facial expressions and manner of speaking you just cant help but love her  This film perfectly captures Thai society with the bribery system and how much money plays a role in peoples lives  The caper keeps upping the ante with new twists as you dont know whos bad or good in this other than the woman who started the movie by keeping the money  Its vaguely reminiscent of the Tom Hanks film The Man With One Red Shoe as Tum isnt completely aware of all the bad going on around her  By the movies end you get to see what happens when an obscene phone caller sets off a roomful of trigger happy people and the ultimate message of allhow greed ruins many peoples lives  Its simply profound symbolic with hints of the Thai buddhist culture fantastic acting funny situations and an overall message that could just as well speak to our countrys obsession with money  There are several artistic scenes of absolute brilliance such as when the screen is all red when Tum does a deed she hates doing and imagines someone else doing it for her  All in all a great surprise and simply one of the best foreign language films Ive ever seen period  It is worth seeing and well worth owning for any serious fan of foreign films,5,"Surprising, funny, with a profound message about greed",1107129600,"01 31, 2005",first movie ever skeptical previews isnt film industry turn movie quite sophisticated getgo completely opposite direction happen next something else instead be title film ixtynin let nothing marketing gimmick play number actual language title film Comedy film woman work morning mysterious box apartment door apartment number around number series comedic box full equivalent friend hypothetically find friend do scenario keep money money money boxing match once everyone dead resultWhat film surprisingly entertaining absolute joy watch talented cast offbeat especially nosy neighbor riot exaggerated facial manner just cant help love film perfectly society bribery system much money role caper ante new know whos bad good other woman movie money vaguely reminiscent film Man completely aware bad see obscene phone caller roomful trigger happy ultimate message allhow greed many simply profound symbolic buddhist culture fantastic funny overall message just as well speak countrys obsession money several artistic absolute brilliance such screen red deed someone else great surprise simply foreign language ever period worth well worth serious fan foreign 
A1LT1B85ZQYRH8,6303542344,Linda C. Andersen,"[0, 1]",Very slow  I thought it would never get around to something interesting  The marriages portrayed had major problems  However it did end quite well  I would not watch it a second time,3,Not my favorite movie,1391126400,"01 31, 2014",Very slow never get something major However end quite well not watch second time 
A14BTJRH9VNLJJ,6304083262,Kurt A. Johnson,"[0, 0]",The pirates had been careful to leave no survivors when they took a ship but they screwed up when they left the young Duke of Arnoldo played by Douglas Fairbanks alive Sworn to have revenge on the pirates he infiltrates the group and prepares for their destruction But when their most recently captured ship turns out to have the beautiful Isobel Billie Dove hidden on board he finds his heart stolen away The leader of the pirates Sam De Grasse is determined to have Isobel and he will let no one and nothing stand in his way Can the young Duke rescue the maiden fair Can he even keep himself aliveThis is quite a good silent movie Not blackandwhite it was released in a twocolor Technicolor that gives the film an interesting quality Even better are the excellent costumes and interesting ships that were used to give the film a real air of realism If you like good silent movies then you will like this true classic I highly recommend it,4,A true classic,1370563200,"06 7, 2013",careful leave ship young alive have revenge group destruction recently ship have beautiful hidden board heart away leader have let nothing stand way young rescue maiden fair even keep aliveThis quite good silent movie Not blackandwhite twocolor Technicolor film interesting quality Even excellent interesting give film real air realism good silent then like true classic highly 
ACIBQ6BQ6AWEV,0780021096,"Gary F. Taylor ""GFT""","[1, 2]",To describe SHOCK CORRIDOR as lurid would be an understatment it plays like something torn from a supermarket tabloid  An ambitious reporter feigns madness and has himself committed to an insane asylum in order to investigate a recent and unsolved murderand once inside he encounters everything from hateful attendants to a whole ward of crazed nymphos and all the characters are presented in the most explotational tone possibleBut SHOCK CORRIDOR has a lot more going for it than just lurid explotation  Directorwriter Sam Fuller was reknowned for his gutsy nofrills straighttothepoint style and in his hands SHOCK CORRIDOR becomes a vision of America as a society that places so much emphasis on conformity and success that people crack and go mad under the strain  And Fullers cast is remarkable even when the story goes ridiculously over the top they perform with such sincerity conviction and realism that you can buy into the story in spite of its improbabilitiesSHOCK CORRIDOR will not be to every ones taste but even those who dislike it will probably find themselves grudingly fascinated by the film and although the film transcends such labels fans of explotational and cult cinema will also find lots to enjoy  A classic of its kind  Recommended but dont say I didnt warn you,4,Something Really Different,1025740800,"07 4, 2002",describe lurid be understatment something supermarket tabloid ambitious reporter madness insane asylum order investigate recent unsolved murderand once everything hateful whole ward crazed nymphos explotational tone possibleBut lot just lurid explotation gutsy straighttothepoint style vision society so much emphasis conformity success crack go mad strain remarkable even story ridiculously top such sincerity conviction realism buy story spite improbabilitiesSHOCK not be taste even probably find grudingly film film such explotational cult cinema also find enjoy classic kind dont 
A3NH7PYU4AD5GA,B000YENUI6,H. Schneider,"[9, 13]",I liked this movie much better than Cronenbergs previous History of ViolenceImagine a German a Frenchman and a Dane MuellerStahl Cassel Mortensen are heading the London chapter of the Russian Mafia or at least of a branch of it Cant claim that I know much about this companyWhat an odd tribe What strange customs And who could say that EEC doesnt workThe plot is gripping has been summarized by others here no need to repeat the characters are not entirely new some similarities in Italy and the US perhaps maybe one could see a structural parallel to Road to Perdition ie MuellerStahl as Newman Cassel as Craig Mortensen as Hanks But I wont say more so as not to give away the suspense Just one hint Jude Law is not in itHis position is taken by two noname leathermen with crooked knives who cant get the job doneAnd yes nearly forgot Naomi Watts is also there not a bad showI wonder how a Russian would see the movie Any comments from a Russian reader hereI did get an idea what a Russian audience would say I watched the movie in a copy taken in a Russian cinema Once in a while the audience laughed Two such laughing moments were particularly surprising One was when a man gets a knife in his eye Ok that may count as funny in some places The other one was when the Russian uncle of the Naomi character played by a Pole Jerzy Skolimowski spoke Russian to one of the gangsters That seems to have sounded hilariousBut oddly nobody laughed when the Dane or the Frenchman spoke Russian That either means that Viggo and Cassel did a great job at learning the language or that they were beyond funny Cross cultural communication never ceases to provide suprisesPS after comments on the level of the spoken Russian I must acknowledge that the movie is a failure in some respects It was not meant as a comedy but turns out to be funny for Russian viewers Thats a serious dent in the splendor,5,Viggo shines in exotic tribal rituals,1199491200,"01 5, 2008",movie much previous German chapter Russian branch claim much odd tribe strange say workThe plot here need repeat not entirely new perhaps maybe see structural parallel ie so not give suspense hint not itHis position noname crooked get job doneAnd yes nearly forgot also not bad showI wonder Russian see movie Russian reader hereI get idea Russian audience say movie copy Russian cinema audience such particularly surprising man knife eye count funny other one Russian uncle character Russian have hilariousBut oddly nobody great job language funny cultural communication never provide suprisesPS level spoken Russian acknowledge movie failure not comedy be funny Russian serious dent splendor 
A1ADZQOL0PLBEW,B0042L0OFY,Scadhog,"[10, 12]",Release is a very wellmade indie film especially when one considers its low budget  It is not a particularly pleasant movie although it has some tender moments and yes I wish it had ended differently but it addresses important subjects like religious hypocrisy loss of faith euthanasia homophobia and the brutality of prison life  Kudos to directorswriters Darren Flaxstone and Christian Martin for tackling such serious mattersCatholic priest Father Jack Daniel Brocklebank is imprisoned for an unspecified crime  There he experiences unspeakable acts of violence yet manages to fall in love with Martin Garry Summer an idealistic guard  Their affair however is shortlived but they both look forward to the time when Jack is released and they can be together again  Unfortunately for them the title of the film has more than one meaningThe production values are quite high for a lowbudget film  The prison setting is eerie and claustrophobicBrocklebank gives a terrific performance  Summer is also quite good  The rest of the cast is fineThis film is not without its flaws  The sound is quite murky at times making it difficult to understand the dialogue  The score also has a tendency to drown out the quieter moments  At one point the soundtrack is out of sync with the picture  Of course these sound problems could be the fault of the transfer to DVD rather than the movie itself  More problematic is the murkiness of the plot  The story is nonlinear jumping back and forth in time which isnt necessarily a bad thing  The use of dreams and fantasies make things rather confusing at times  Some of the characters are bizarre and some of the situations are improbableThe sex scenes are restrained a negative for some viewers while the violence is graphic also a negative for some including meThis is definitely not a feelgood movie  If youre looking for sweetness and light avoid this one like the plague  If youre looking for a thoughtful thoughtprovoking film give this one a try,4,A different kind of release,1311033600,"07 19, 2011",very wellmade indie film especially low budget not particularly pleasant movie tender differently important religious hypocrisy loss faith euthanasia homophobia brutality prison life such serious mattersCatholic unspecified crime unspeakable violence yet fall love idealistic guard affair however forward time be together again Unfortunately title film meaningThe production quite high lowbudget film prison setting eerie claustrophobicBrocklebank terrific performance also quite good rest cast fineThis film not sound quite murky difficult understand dialogue score also tendency drown quieter point soundtrack sync picture course sound be fault transfer rather movie problematic murkiness plot story nonlinear back forth time necessarily bad thing use rather bizarre improbableThe sex negative violence graphic also negative meThis definitely not feelgood movie youre sweetness light avoid plague youre thoughtful thoughtprovoking film give try 
A2TJVE68KQNYEG,B000F8O2QK,G. Davis,"[1, 5]",I have been an adamant watcher of this show since i first discovered it I have not yet purchased the DVD but believe it to be excellent intellectualy stimulating comedy I am also an avid fan of Southpark and carlos mencia if that helps you make up your mind one way or another The comedy can be a little dark and off beat sometimes but then again thats the stuff i like best This show has thsome of the greatest and most unforgettable characters ive ever seen All things considered i highly recommend this show and plan to buy the season on DVD soon Hopefully it will be full of extras and who Knows maybe theyll give Uncle Ruckus his own show,5,Brilliant comedy,1147824000,"05 17, 2006",adamant watcher show i first not yet be excellent intellectualy comedy also avid fan carlos mencia mind way comedy be little dark beat then again stuff i show unforgettable ever i highly show plan buy season soon be full maybe give own show 
A3UDYY6L2NH3JS,0780630874,"Jacques COULARDEAU ""A soul doctor, so to say""","[2, 4]",This film brings little semantically It is the direct sequel of the previous episode with the same surviving characters who lead to a few new ones The pattern is the same  Freddy kills a few teenagers and is finally stopped by one of them a girl again Yet this film is original in two ways First its director is extremely experienced in that kind of frightening films He is an expert in stringing together one after another frightening elements and effects and when fear is not used then it is grossness and we move to some level of disgust Yet we are never terrorized just horrified and disgusted Why is that  Because the audience targeted by the film bans the idea of terrorizing them The film director doesnt want the film to be restricted So the film is very careful not to show any unnecessary or just alluring flesh or skin We are targeting teenagers so please no sex Yet in that line of extreme ability at interweaving frightening elements one into the other the director reflects his time with a few elements that may be surprising for a  film The characters definitely smoke too much and quite very conspicuously and yet this gesture of lighting a cigarette is systematically associated with a bad turn in the action In  we were starting to take measures against tobacco This film is reflecting this antismoking discourse directed at teenagers This element along with the sexless vision of these young people shows how the American society had changed within ten years and had become very puritanical though it was going to go a lot further later on This change of course brought up by the director is totally in phase with the second element I want to note here as a new development in the saga It is the religious dimension of the film The end takes place in a church Freddy is destroyed by his own reflection in a piece of color stained glass from a broken colorstained window in that church Freddy is destroyed by his own reflection and by the rebellion of the souls he had captured and he was holding prisoners in his own body They tear him apart and finally rip his jaw off and so open the evading door they need to escape And they do and go directly into heaven This religious theme is in many ways surprising and yet not so much The American society in this  period is slowly moving towards some kind of selfresourcing in christianity The Christians born again were starting to call in the wings and even to walk in the streets That was the end of Reagans presidency and the beginning of George Bush Srs four years The theme of religious purity was obviously growing to the point of using a horror film as the medium to bring the message to teenagers We then understand why they avoided any theme element or detail that could have restricted the audience in the name of the protection against sex or even violence that is curbed to a symbolical minimum in this episodeDr Jacques COULARDEAU University of Paris Dauphine  University of Paris  Pantheon Sorbonne,4,What is god doing in this nightmare?,1171411200,"02 14, 2007",film little semantically direct sequel previous episode same few new pattern same few finally girl again Yet film original director extremely kind expert together frightening fear not then grossness level disgust never just audience film idea film director doesnt film be film very careful not show unnecessary just flesh skin so please sex Yet line extreme ability other director time few be film definitely too much quite very conspicuously yet gesture cigarette systematically bad turn action take tobacco film discourse element sexless vision young American society ten very puritanical go lot further later change course director totally phase second element note here new development saga religious dimension film end place church own reflection piece color glass broken window church own reflection rebellion souls own body apart finally rip jaw so open door escape go directly religious theme many surprising yet not so much American society period slowly moving kind christianity again call even walk end presidency beginning theme religious purity obviously point horror film medium bring message then theme element detail have audience name protection sex even violence symbolical minimum episodeDr 
A3I61CPF5Y5VKF,B007K8ILTW,"Phillip Urlevich ""movie geek""","[1, 7]",Theres a reason Kubrick disowned this film after its release The movie while it has an interesting plot suffers from poor writing poor acting and general poor quality It could have been so much more granted it was done with a skeleton crew with a low budget but Kubrick could have tried harder,2,Below average,1363046400,"03 12, 2013",reason film release movie interesting plot poor poor acting general poor quality have so much granted skeleton crew low budget have harder 
AW3VZ5O895LRK,B001FRNB94,"carol irvin ""carol irvin""","[1, 2]",I enjoyed this standup set by Louis CK  I viewed it after viewing all three seasons of his emmy award winning show called Louie where he plays himself mostly  The show is brilliant and I gave it five stars straight across the board  It is totally universal and I think you can love it regardless of your own sex age ethnic origin etcThis show is a bit more problematic  I think it is definitely slanted more towards men  It is also fairly raunchy  Although I laughed this was not the kind of biting universal scathing humor which I most enjoy It very much focused on men and the raunchier parts of being a guy  If you are a guy go right ahead and rent or buy this now  If you are a woman or a couple go ahead if you are someone who can enjoy a lot of raunchy humor  I enjoyed it but I have no desire to own it or see it againnote this was made over four years ago and it predates his divorce  His show is post divorce  Although he is still married while doing this show I am certainly not surprised he ended up divorced  I think he was well on the way to wanting to get out when he wrote this material,4,Very Good but I like his show better,1353110400,"11 17, 2012",standup emmy award show mostly show brilliant straight board totally universal love regardless own sex age ethnic origin etcThis show bit problematic definitely also fairly raunchy not kind universal humor very much guy guy go right ahead rent buy now woman couple ahead someone enjoy lot raunchy humor desire own see againnote ago divorce show divorce still show certainly not surprised up divorced well way get material 
A26T5XV07VGLE9,B00FZM8Z7I,K S Yee,"[0, 0]",Women who can save themselves  Loved this move for that reason and it was another great Disney movie  Bought some of the song already and will be watching this movie again,5,Disney finally got it right!,1396396800,"04 2, 2014",save move reason great movie song already be movie again 
AS7B4W4KOPQNV,B00005O5CM,Matteo,"[0, 0]",The film stars Reese Witherspoon as a ditzy college graduate named Elle who goes to Harvard Law School to win her exboyfriend back  While in Harvard Elle realizes that she has the brains to actually be a lawyer and not just attend Harvard for her ex anymore  This movie was very funny and entertaining  Its definately worth seeing,4,Good light-hearted Comedy,1026345600,"07 11, 2002",film Reese ditzy college graduate win exboyfriend back actually be lawyer not just attend ex anymore movie very funny definately worth 
